Clutter Class,Path Loss (DL) (dB),Best Server,Transmitter_X,Transmitter_Y,User_X,User_Y,Max_Power,Transmitter_Height,Transmitter_Azimuth,Transmitter_Mechanical_Downtilt,Antenna_Gain,Antenna_Horizontal_Half-power_Beamwidth,Antenna_Vertical_Half-power_Beamwidth,Frequency,Horizontal_Attenuation,Vertical_Attenuation,User_Azimuth,User_Downtilt,User_Height,RSRP,Distance_euclid
12 - parks_in_urban,115.39,Site4_1,596192.35,5634069.44,596123,5634135,41,18,0,2,8,65,6,3300,0.01,0.01,133.7,-7.5,1.5,-80.84,95.43341186
11 - open_in_urban,84.27,Site4_1,596192.35,5634069.44,596203,5634078,41,18,0,2,8,65,6,3300,0.01,0.01,230.7,-49.3,1.5,-59.73,13.66367813
19 - high_buildings,104.26,Site2_3,595886.47,5634321.74,595891,5633852,44,20,240,5,8,65,6,3300,0.07,0.07,359.4,0.1,1.5,-70.01,469.7618423
11 - open_in_urban,107.53,Site4_3,596192.35,5634069.44,596232,5634067,43,10,240,4,8,65,6,3300,0.05,0.05,272.9,-12,1.5,-78.46,39.72500598
11 - open_in_urban,110.86,Site8_2,595922.19,5634056.05,596085,5633890,49,21,120,1,8,65,6,3300,0,0,315.5,-6.7,1.5,-76.11,232.5504216
1 - open,113.34,Site2_2,595886.47,5634321.74,596033,5634251,43,18,120,2,8,65,6,3300,0.01,0.01,295.8,-12.3,1.5,-81.59,162.7119802
7 - dense_urban,116.56,Site1_1,595522.53,5634212.34,595606,5634346,47,20,0,2,8,65,6,3300,0.01,0.01,211.8,0.9,1.5,-83.59,157.5824752
7 - dense_urban,83.08,Site1_2,595522.53,5634212.34,595525,5634195,43,15,146,3,8,65,6,3300,0.03,0.03,353.3,-5,1.5,-48.69,17.5150364
7 - dense_urban,125.77,Site1_3,595522.53,5634212.34,595420,5634056,48,13,240,1,8,65,6,3300,0,0,33.4,3.5,1.5,-92.38,186.961484
12 - parks_in_urban,102.26,Site1_2,595522.53,5634212.34,595634,5634109,43,15,146,3,8,65,6,3300,0.03,0.03,312.9,-5.8,1.5,-67.45,152.0023569
19 - high_buildings,132.94,Site7_2,596216.91,5633488.93,596285,5633583,45,30,120,7,8,65,6,3300,0.14,0.14,215.9,0.7,1.5,-103.7,116.126711
7 - dense_urban,121.07,Site5_2,596165.56,5633716.67,596169,5633679,49,28,120,8,8,65,6,3300,0.18,0.18,355.5,-3.8,1.5,-86.43,37.82674319
1 - open,113.55,Site5_3,596165.56,5633716.67,596113,5633572,47,13,240,8,8,65,6,3300,0.18,0.18,20.1,2.8,1.5,-82.72,153.9219364
7 - dense_urban,112.53,Site8_3,595922.19,5634056.05,595710,5633852,43,16,240,0,8,65,6,3300,0,0,46.1,-1.5,1.5,-77.69,294.382402
19 - high_buildings,125.01,Site3_1,595774.83,5633884.13,595779,5633913,45,15,0,2,8,65,6,3300,0.01,0.01,187.9,-16.2,1.5,-92.41,29.16960404
15 - dense_residential,78.32,Site7_2,596216.91,5633488.93,596250,5633481,45,30,120,7,8,65,6,3300,0.14,0.14,283.6,-31.1,1.5,-49.69,34.02694521
7 - dense_urban,91.38,Site4_3,596192.35,5634069.44,596186,5634051,43,10,240,4,8,65,6,3300,0.05,0.05,18.4,13.3,1.5,-61.81,19.50272032
11 - open_in_urban,111.08,Site4_1,596192.35,5634069.44,596144,5634091,41,18,0,2,8,65,6,3300,0.01,0.01,114.6,-17.4,1.5,-79.94,52.93917359
1 - open,112.31,Site7_3,596216.91,5633488.93,596116,5633485,47,23,240,3,8,65,6,3300,0.03,0.03,87.7,-11.5,1.5,-79.15,100.9864991
7 - dense_urban,109.19,Site5_2,596165.56,5633716.67,596156,5633669,49,28,120,8,8,65,6,3300,0.18,0.18,11.8,0.6,1.5,-75.51,48.61915775
7 - dense_urban,116,Site6_1,595864.14,5633631.83,595905,5633741,43,14,0,9,8,65,6,3300,0.23,0.23,200.6,6.1,1.5,-82.79,116.5659835
19 - high_buildings,102.56,Site8_1,595922.19,5634056.05,596013,5634288,46,22,0,2,8,65,6,3300,0.01,0.01,201.4,1.5,1.5,-67.83,249.0928714
7 - dense_urban,59.4,Site2_3,595886.47,5634321.74,595867,5634317,44,20,240,5,8,65,6,3300,0.07,0.07,75.3,-43.3,1.5,-30.02,20.03867511
1 - open,102.62,Site4_3,596192.35,5634069.44,596159,5634094,43,10,240,4,8,65,6,3300,0.05,0.05,127.1,-11.6,1.5,-69.51,41.41758202
7 - dense_urban,81.96,Site3_3,595774.83,5633884.13,595749,5633872,49,17,240,3,8,65,6,3300,0.03,0.03,65.2,-42.8,1.5,-54.73,28.53639431
1 - open,114.07,Site5_2,596165.56,5633716.67,596186,5633698,49,28,120,8,8,65,6,3300,0.18,0.18,313.5,-43.8,1.5,-84.92,27.68325306
1 - open,113.53,Site2_2,595886.47,5634321.74,595976,5634367,43,18,120,2,8,65,6,3300,0.01,0.01,243.4,-16.3,1.5,-82.68,100.3199307
7 - dense_urban,110.36,Site3_1,595774.83,5633884.13,595765,5633949,45,15,0,2,8,65,6,3300,0.01,0.01,171.3,-21.2,1.5,-79.97,65.61056165
19 - high_buildings,115.83,Site5_2,596165.56,5633716.67,596186,5633667,49,28,120,8,8,65,6,3300,0.18,0.18,338.2,-0.5,1.5,-83.31,53.71128839
19 - high_buildings,101.37,Site8_3,595922.19,5634056.05,595756,5634043,43,16,240,0,8,65,6,3300,0,0,85.5,1.9,1.5,-66.83,166.7015855
1 - open,108.64,Site7_1,596216.91,5633488.93,596268,5633541,44,15,0,6,8,65,6,3300,0.1,0.1,224.4,-10.5,1.5,-74.58,72.94842699
1 - open,113.65,Site5_2,596165.56,5633716.67,596163,5633688,49,28,120,8,8,65,6,3300,0.18,0.18,5.9,-42.3,1.5,-84.39,28.78406677
7 - dense_urban,110.8,Site8_2,595922.19,5634056.05,596123,5634035,49,21,120,1,8,65,6,3300,0,0,276,-1.3,1.5,-76.07,201.9102736
1 - open,114.16,Site5_1,596165.56,5633716.67,596192,5633697,49,30,0,7,8,65,6,3300,0.14,0.14,307.6,-41,1.5,-89.74,32.95424859
1 - open,115.78,Site4_3,596192.35,5634069.44,596108,5634026,43,10,240,4,8,65,6,3300,0.05,0.05,62.9,2.7,1.5,-83.43,94.8786388
1 - open,91.13,Site5_3,596165.56,5633716.67,596125,5633702,47,13,240,8,8,65,6,3300,0.18,0.18,69.9,-14.8,1.5,-57.02,43.13145604
7 - dense_urban,105.84,Site4_3,596192.35,5634069.44,596121,5634049,43,10,240,4,8,65,6,3300,0.05,0.05,74.3,6.6,1.5,-72.65,74.22005187
1 - open,111.54,Site4_3,596192.35,5634069.44,596127,5634060,43,10,240,4,8,65,6,3300,0.05,0.05,82.1,-7.4,1.5,-76.86,66.02829772
1 - open,67.98,Site4_1,596192.35,5634069.44,596194,5634082,41,18,0,2,8,65,6,3300,0.01,0.01,188.7,-51.4,1.5,-45.94,12.66791617
1 - open,120.54,Site2_2,595886.47,5634321.74,596013,5634155,43,18,120,2,8,65,6,3300,0.01,0.01,322.7,-9.6,1.5,-86.61,209.3133261
7 - dense_urban,112.59,Site1_1,595522.53,5634212.34,595465,5634256,47,20,0,2,8,65,6,3300,0.01,0.01,127.2,-2,1.5,-77.76,72.2211638
11 - open_in_urban,106.07,Site6_1,595864.14,5633631.83,595923,5633715,43,14,0,9,8,65,6,3300,0.23,0.23,215.4,-7,1.5,-73.2,101.8908656
7 - dense_urban,113.61,Site1_3,595522.53,5634212.34,595411,5634188,48,13,240,1,8,65,6,3300,0,0,77.9,1.3,1.5,-79.19,114.1550546
7 - dense_urban,94.99,Site6_1,595864.14,5633631.83,595873,5633654,43,14,0,9,8,65,6,3300,0.23,0.23,202.2,8.4,1.5,-62.76,23.87485078
1 - open,112.35,Site2_2,595886.47,5634321.74,596007,5634189,43,18,120,2,8,65,6,3300,0.01,0.01,317.7,-11.2,1.5,-78.68,179.2969283
1 - open,110.38,Site3_3,595774.83,5633884.13,595750,5633886,49,17,240,3,8,65,6,3300,0.03,0.03,94.6,-62.7,1.5,-81.54,24.90031727
19 - high_buildings,112.4,Site3_2,595774.83,5633884.13,595850,5633788,49,30,120,5,8,65,6,3300,0.07,0.07,322,-15.4,1.5,-78.16,122.0307576
1 - open,113.57,Site1_1,595522.53,5634212.34,595662,5634386,47,20,0,2,8,65,6,3300,0.01,0.01,218.6,-5.3,1.5,-79.56,222.7322978
1 - open,103.85,Site7_3,596216.91,5633488.93,596111,5633498,47,23,240,3,8,65,6,3300,0.03,0.03,94.9,-11.4,1.5,-71.78,106.2976623
1 - open,104.19,Site3_2,595774.83,5633884.13,595814,5633815,49,30,120,5,8,65,6,3300,0.07,0.07,330.5,-36.4,1.5,-77,79.45593622
1 - open,117.36,Site7_1,596216.91,5633488.93,596122,5633574,44,15,0,6,8,65,6,3300,0.1,0.1,131.8,-6,1.5,-82.55,127.4551411
7 - dense_urban,111.93,Site7_3,596216.91,5633488.93,596246,5633390,47,23,240,3,8,65,6,3300,0.03,0.03,343.7,-0.3,1.5,-77.67,103.1182477
7 - dense_urban,111.53,Site4_1,596192.35,5634069.44,596127,5634172,41,18,0,2,8,65,6,3300,0.01,0.01,147.7,-0.2,1.5,-78.18,121.6107565
1 - open,96.69,Site2_2,595886.47,5634321.74,595905,5634290,43,18,120,2,8,65,6,3300,0.01,0.01,329.3,-43.6,1.5,-70.4,36.7530747
7 - dense_urban,91.55,Site2_3,595886.47,5634321.74,595696,5634023,44,20,240,5,8,65,6,3300,0.07,0.07,32.4,-2.8,1.5,-57.68,354.29424
15 - dense_residential,107.98,Site7_3,596216.91,5633488.93,596213,5633442,47,23,240,3,8,65,6,3300,0.03,0.03,4.9,-14.8,1.5,-75.84,47.09260027
7 - dense_urban,104.55,Site7_2,596216.91,5633488.93,596285,5633504,45,30,120,7,8,65,6,3300,0.14,0.14,257.6,-2.9,1.5,-74.18,69.73774444
19 - high_buildings,117.21,Site5_1,596165.56,5633716.67,596102,5633769,49,30,0,7,8,65,6,3300,0.14,0.14,129.1,-1,1.5,-82.41,82.33044698
1 - open,124.07,Site7_3,596216.91,5633488.93,596121,5633549,47,23,240,3,8,65,6,3300,0.03,0.03,122,-10.8,1.5,-90.56,113.1686043
19 - high_buildings,113.82,Site2_2,595886.47,5634321.74,596062,5634251,43,18,120,2,8,65,6,3300,0.01,0.01,292,1.7,1.5,-79.82,189.248325
22 - grass,120.57,Site5_3,596165.56,5633716.67,595970,5633653,47,13,240,8,8,65,6,3300,0.18,0.18,71.9,-3.2,1.5,-85.86,205.6637608
1 - open,105.13,Site6_3,595864.14,5633631.83,595805,5633638,43,20,240,4,8,65,6,3300,0.05,0.05,95.8,-17.3,1.5,-75.04,59.46098301
7 - dense_urban,101.63,Site8_1,595922.19,5634056.05,595854,5634429,46,22,0,2,8,65,6,3300,0.01,0.01,169.7,-0.7,1.5,-67.12,379.1326662
1 - open,115.72,Site5_2,596165.56,5633716.67,596179,5633691,49,28,120,8,8,65,6,3300,0.18,0.18,333.4,-42.4,1.5,-87.62,28.97555004
1 - open,116.73,Site3_3,595774.83,5633884.13,595733,5633865,49,17,240,3,8,65,6,3300,0.03,0.03,65.7,-46.5,1.5,-91.48,45.99680206
1 - open,121.97,Site5_2,596165.56,5633716.67,596163,5633640,49,28,120,8,8,65,6,3300,0.18,0.18,2.2,-19,1.5,-89,76.71272711
11 - open_in_urban,116.69,Site6_2,595864.14,5633631.83,595941,5633675,48,18,120,2,8,65,6,3300,0.01,0.01,240.8,-10.6,1.5,-89.07,88.15389101
7 - dense_urban,115.68,Site6_2,595864.14,5633631.83,595885,5633655,48,18,120,2,8,65,6,3300,0.01,0.01,222.4,11.8,1.5,-87.37,31.1767301
19 - high_buildings,124.86,Site5_2,596165.56,5633716.67,596185,5633662,49,28,120,8,8,65,6,3300,0.18,0.18,340.9,-0.5,1.5,-91.92,58.02346508
15 - dense_residential,108.68,Site3_3,595774.83,5633884.13,595713,5633875,49,17,240,3,8,65,6,3300,0.03,0.03,81.7,-32.9,1.5,-79.76,62.5004464
1 - open,112.93,Site3_1,595774.83,5633884.13,595758,5633919,45,15,0,2,8,65,6,3300,0.01,0.01,154.1,-50.1,1.5,-86.64,38.71906249
22 - grass,116.19,Site6_2,595864.14,5633631.83,595931,5633661,48,18,120,2,8,65,6,3300,0.01,0.01,246.6,-12.7,1.5,-90.54,72.94620278
1 - open,91.34,Site8_1,595922.19,5634056.05,595905,5634130,46,22,0,2,8,65,6,3300,0.01,0.01,167.1,-18.6,1.5,-61.74,75.92166094
15 - dense_residential,108.41,Site2_3,595886.47,5634321.74,595665,5634265,44,20,240,5,8,65,6,3300,0.07,0.07,75.5,-8.1,1.5,-73.47,228.6228084
7 - dense_urban,104.81,Site2_1,595886.47,5634321.74,595882,5634386,43,14,0,4,8,65,6,3300,0.05,0.05,176.4,-14.4,1.5,-73.3,64.41528157
15 - dense_residential,121.33,Site1_2,595522.53,5634212.34,595674,5634096,43,15,146,3,8,65,6,3300,0.03,0.03,307.5,-3.5,1.5,-86.36,190.9925561
1 - open,120.87,Site4_1,596192.35,5634069.44,596019,5634216,41,18,0,2,8,65,6,3300,0.01,0.01,130.4,-4.2,1.5,-85.95,227.0023262
7 - dense_urban,85.56,Site4_2,596192.35,5634069.44,596193,5634071,44,14,120,6,8,65,6,3300,0.1,0.1,206.6,-79.9,1.5,-54.85,1.69
1 - open,108.42,Site7_1,596216.91,5633488.93,596276,5633525,44,15,0,6,8,65,6,3300,0.1,0.1,238.6,-11.1,1.5,-74.4,69.22913404
7 - dense_urban,118.46,Site2_1,595886.47,5634321.74,595827,5634439,43,14,0,4,8,65,6,3300,0.05,0.05,153.2,-5.9,1.5,-84.08,131.4784716
7 - dense_urban,107.27,Site2_3,595886.47,5634321.74,595813,5634353,44,20,240,5,8,65,6,3300,0.07,0.07,113,-11.1,1.5,-72.52,79.84377559
1 - open,113.38,Site1_1,595522.53,5634212.34,595511,5634292,47,20,0,2,8,65,6,3300,0.01,0.01,171.5,-14.2,1.5,-80.1,80.49010188
19 - high_buildings,127.7,Site8_1,595922.19,5634056.05,596058,5634207,46,22,0,2,8,65,6,3300,0.01,0.01,222,2.1,1.5,-93.43,203.0523543
5 - residential,120.42,Site8_1,595922.19,5634056.05,595963,5634358,46,22,0,2,8,65,6,3300,0.01,0.01,187.7,-5.3,1.5,-86.45,304.6953538
19 - high_buildings,98.13,Site5_1,596165.56,5633716.67,596152,5633733,49,30,0,7,8,65,6,3300,0.14,0.14,138.8,-4,1.5,-63.79,21.22598643
7 - dense_urban,114.34,Site7_3,596216.91,5633488.93,596135,5633509,47,23,240,3,8,65,6,3300,0.03,0.03,103.7,-5.8,1.5,-79.93,84.3329888
1 - open,108.77,Site3_3,595774.83,5633884.13,595704,5633856,49,17,240,3,8,65,6,3300,0.03,0.03,68.5,-32.4,1.5,-80.5,76.21145452
19 - high_buildings,121.35,Site3_2,595774.83,5633884.13,595969,5633900,49,30,120,5,8,65,6,3300,0.07,0.07,265.3,-8.3,1.5,-88.11,194.8174679
7 - dense_urban,106.57,Site2_3,595886.47,5634321.74,595644,5634277,44,20,240,5,8,65,6,3300,0.07,0.07,79.5,-5.9,1.5,-71.69,246.5631126
1 - open,128.72,Site8_2,595922.19,5634056.05,596073,5633890,49,21,120,1,8,65,6,3300,0,0,317.7,-7,1.5,-93.96,224.3128587
7 - dense_urban,54.41,Site2_3,595886.47,5634321.74,595877,5634315,44,20,240,5,8,65,6,3300,0.07,0.07,52.1,-58.4,1.5,-33.86,11.6236182
19 - high_buildings,113.12,Site6_3,595864.14,5633631.83,595802,5633659,43,20,240,4,8,65,6,3300,0.05,0.05,113.5,12.9,1.5,-82.29,67.82026615
1 - open,109.6,Site1_1,595522.53,5634212.34,595618,5634261,47,20,0,2,8,65,6,3300,0.01,0.01,242.7,-8.3,1.5,-74.93,107.1555715
7 - dense_urban,110.77,Site6_1,595864.14,5633631.83,595921,5633751,43,14,0,9,8,65,6,3300,0.23,0.23,205.6,5,1.5,-77.5,132.0399504
7 - dense_urban,83.83,Site1_1,595522.53,5634212.34,595556,5634222,47,20,0,2,8,65,6,3300,0.01,0.01,253.1,-13.8,1.5,-50.73,34.83613785
1 - open,117.35,Site8_2,595922.19,5634056.05,596095,5633886,49,21,120,1,8,65,6,3300,0,0,314.5,-6.5,1.5,-82.63,242.4464861
19 - high_buildings,120.83,Site1_3,595522.53,5634212.34,595480,5634076,48,13,240,1,8,65,6,3300,0,0,17.5,7,1.5,-88.56,142.8194542
1 - open,118.59,Site4_1,596192.35,5634069.44,596237,5634185,41,18,0,2,8,65,6,3300,0.01,0.01,201.2,-7.6,1.5,-83.86,123.8859802
1 - open,125.69,Site4_3,596192.35,5634069.44,596019,5634112,43,10,240,4,8,65,6,3300,0.05,0.05,104,-2.7,1.5,-91.05,178.4981123
1 - open,111.52,Site4_1,596192.35,5634069.44,596100,5634111,41,18,0,2,8,65,6,3300,0.01,0.01,114.5,-9.3,1.5,-77.39,101.270707
7 - dense_urban,88.26,Site3_3,595774.83,5633884.13,595744,5633873,49,17,240,3,8,65,6,3300,0.03,0.03,70.5,-38.9,1.5,-59.34,32.77751974
19 - high_buildings,115.91,Site3_1,595774.83,5633884.13,595729,5633899,45,15,0,2,8,65,6,3300,0.01,0.01,108.1,-15.6,1.5,-83.31,48.18200702
1 - open,139.09,Site2_3,595886.47,5634321.74,595628,5634346,44,20,240,5,8,65,6,3300,0.07,0.07,95.3,-8.2,1.5,-105.71,259.6060255
19 - high_buildings,120.11,Site5_2,596165.56,5633716.67,596156,5633667,49,28,120,8,8,65,6,3300,0.18,0.18,11.3,1.7,1.5,-86.69,50.58164193
7 - dense_urban,110.43,Site1_3,595522.53,5634212.34,595492,5634091,48,13,240,1,8,65,6,3300,0,0,14.4,3.4,1.5,-76.69,125.1218466
1 - open,99,Site5_1,596165.56,5633716.67,596114,5633774,49,30,0,7,8,65,6,3300,0.14,0.14,137.6,-20.3,1.5,-68.61,77.10487987
19 - high_buildings,112.82,Site5_1,596165.56,5633716.67,596130,5633764,49,30,0,7,8,65,6,3300,0.14,0.14,142.5,-1.5,1.5,-79.2,59.20002111
15 - dense_residential,85.43,Site8_1,595922.19,5634056.05,595994,5634258,46,22,0,2,8,65,6,3300,0.01,0.01,199.6,-5.5,1.5,-50.65,214.337301
15 - dense_residential,99.99,Site4_1,596192.35,5634069.44,596187,5634137,41,18,0,2,8,65,6,3300,0.01,0.01,175.8,-9.6,1.5,-67.06,67.77149917
1 - open,84.29,Site5_3,596165.56,5633716.67,596154,5633688,47,13,240,8,8,65,6,3300,0.18,0.18,22.5,-20.1,1.5,-53.86,30.91282096
19 - high_buildings,112.5,Site3_2,595774.83,5633884.13,595821,5633688,49,30,120,5,8,65,6,3300,0.07,0.07,346.8,-8.3,1.5,-77.72,201.4910564
7 - dense_urban,112.04,Site4_3,596192.35,5634069.44,596155,5634053,43,10,240,4,8,65,6,3300,0.05,0.05,66.6,21,1.5,-86.89,40.80803965
1 - open,118.06,Site5_3,596165.56,5633716.67,596175,5633658,47,13,240,8,8,65,6,3300,0.18,0.18,351.3,-10.9,1.5,-89.32,59.42459508
19 - high_buildings,113.07,Site5_2,596165.56,5633716.67,596163,5633696,49,28,120,8,8,65,6,3300,0.18,0.18,8.1,1.4,1.5,-79.54,20.82792596
1 - open,109.49,Site5_3,596165.56,5633716.67,596071,5633672,47,13,240,8,8,65,6,3300,0.18,0.18,64.7,-6.2,1.5,-76.01,104.5801248
11 - open_in_urban,115.67,Site3_2,595774.83,5633884.13,595844,5633873,49,30,120,5,8,65,6,3300,0.07,0.07,279.1,-41.4,1.5,-86.42,70.05973023
1 - open,105.03,Site2_2,595886.47,5634321.74,596035,5634272,43,18,120,2,8,65,6,3300,0.01,0.01,288.6,-12.7,1.5,-72.19,156.6372513
8 - block_of_buildings,112.44,Site8_2,595922.19,5634056.05,595920,5633961,49,21,120,1,8,65,6,3300,0,0,1.2,2.1,1.5,-83.65,95.07522601
19 - high_buildings,106.26,Site3_1,595774.83,5633884.13,595772,5633924,45,15,0,2,8,65,6,3300,0.01,0.01,175.7,-12,1.5,-73.37,39.97031148
1 - open,121.33,Site2_2,595886.47,5634321.74,596203,5634261,43,18,120,2,8,65,6,3300,0.01,0.01,280.9,-2.2,1.5,-86.35,322.3051171
1 - open,119.34,Site7_1,596216.91,5633488.93,596314,5633541,44,15,0,6,8,65,6,3300,0.1,0.1,241.8,-7,1.5,-84.73,110.1714709
15 - dense_residential,112.53,Site1_2,595522.53,5634212.34,595714,5633879,43,15,146,3,8,65,6,3300,0.03,0.03,330.2,-0.2,1.5,-79.51,384.4168525
12 - parks_in_urban,105.75,Site7_3,596216.91,5633488.93,596128,5633469,47,23,240,3,8,65,6,3300,0.03,0.03,77.3,2.2,1.5,-71.13,91.11637065
7 - dense_urban,109.57,Site4_1,596192.35,5634069.44,596153,5634223,41,18,0,2,8,65,6,3300,0.01,0.01,165.8,0.5,1.5,-74.98,158.5215951
7 - dense_urban,112.52,Site6_1,595864.14,5633631.83,595942,5633715,43,14,0,9,8,65,6,3300,0.23,0.23,223.2,2.8,1.5,-83.26,113.9272948
15 - dense_residential,88.3,Site3_1,595774.83,5633884.13,595762,5633909,45,15,0,2,8,65,6,3300,0.01,0.01,152.5,-55.8,1.5,-70.77,27.98438493
7 - dense_urban,114.93,Site4_1,596192.35,5634069.44,596156,5634168,41,18,0,2,8,65,6,3300,0.01,0.01,160,-0.3,1.5,-80.15,105.0494936
7 - dense_urban,124.56,Site1_1,595522.53,5634212.34,595614,5634306,47,20,0,2,8,65,6,3300,0.01,0.01,224.1,2,1.5,-90.74,130.9158375
1 - open,124.71,Site4_1,596192.35,5634069.44,596113,5634277,41,18,0,2,8,65,6,3300,0.01,0.01,159.2,-0.1,1.5,-89.97,222.210657
11 - open_in_urban,114.9,Site7_1,596216.91,5633488.93,596213,5633545,44,15,0,6,8,65,6,3300,0.1,0.1,175.9,-13.5,1.5,-82.42,56.20616514
22 - grass,110.57,Site6_2,595864.14,5633631.83,595974,5633654,48,18,120,2,8,65,6,3300,0.01,0.01,258.7,-8.4,1.5,-80,112.0746559
7 - dense_urban,126.93,Site1_3,595522.53,5634212.34,595352,5634161,48,13,240,1,8,65,6,3300,0,0,73.4,1.8,1.5,-92.78,178.0906412
1 - open,120.24,Site8_2,595922.19,5634056.05,596078,5634053,49,21,120,1,8,65,6,3300,0,0,271.1,-10,1.5,-86.84,155.8398492
1 - open,96.94,Site6_3,595864.14,5633631.83,595856,5633598,43,20,240,4,8,65,6,3300,0.05,0.05,13.2,-27.9,1.5,-70.97,34.79552414
19 - high_buildings,123.22,Site6_1,595864.14,5633631.83,595812,5633733,43,14,0,9,8,65,6,3300,0.23,0.23,152.8,11.2,1.5,-92.95,113.8154142
7 - dense_urban,107.42,Site5_1,596165.56,5633716.67,596117,5633767,49,30,0,7,8,65,6,3300,0.14,0.14,135.6,-1.2,1.5,-72.95,69.9369895
7 - dense_urban,102.77,Site4_3,596192.35,5634069.44,596183,5634061,43,10,240,4,8,65,6,3300,0.05,0.05,48.4,-2.4,1.5,-68.13,12.59587631
1 - open,118.83,Site3_2,595774.83,5633884.13,595832,5633906,49,30,120,5,8,65,6,3300,0.07,0.07,248.9,-45.2,1.5,-89.75,61.21034063
11 - open_in_urban,99.33,Site6_1,595864.14,5633631.83,595905,5633679,43,14,0,9,8,65,6,3300,0.23,0.23,221.1,-11.3,1.5,-68.18,62.40631779
1 - open,118.15,Site4_1,596192.35,5634069.44,596109,5634188,41,18,0,2,8,65,6,3300,0.01,0.01,145.1,-6.5,1.5,-84.93,144.9265197
7 - dense_urban,111.16,Site3_1,595774.83,5633884.13,595724,5633923,45,15,0,2,8,65,6,3300,0.01,0.01,127.4,-21.7,1.5,-81.06,63.98879433
1 - open,125.56,Site5_1,596165.56,5633716.67,596052,5633760,49,30,0,7,8,65,6,3300,0.14,0.14,110.7,-13.2,1.5,-92.72,121.5457218
1 - open,110.96,Site6_3,595864.14,5633631.83,595765,5633604,43,20,240,4,8,65,6,3300,0.05,0.05,74.2,-10.2,1.5,-76.67,102.9720763
19 - high_buildings,95.58,Site7_2,596216.91,5633488.93,596271,5633435,45,30,120,7,8,65,6,3300,0.14,0.14,315,0.4,1.5,-60.78,76.38175829
19 - high_buildings,120.04,Site2_3,595886.47,5634321.74,595780,5634284,44,20,240,5,8,65,6,3300,0.07,0.07,70.3,-2.8,1.5,-86.07,112.9609158
11 - open_in_urban,114.5,Site8_2,595922.19,5634056.05,596083,5633893,49,21,120,1,8,65,6,3300,0,0,315.4,-6.8,1.5,-79.77,229.0090797
19 - high_buildings,90.8,Site7_2,596216.91,5633488.93,596271,5633451,45,30,120,7,8,65,6,3300,0.14,0.14,305.1,-1.3,1.5,-57.22,66.0637041
11 - open_in_urban,119.09,Site8_1,595922.19,5634056.05,596041,5634103,46,22,0,2,8,65,6,3300,0.01,0.01,248.4,-12.6,1.5,-86.73,127.7502196
19 - high_buildings,112.69,Site3_3,595774.83,5633884.13,595719,5633889,49,17,240,3,8,65,6,3300,0.03,0.03,95.1,-15.4,1.5,-82.1,56.04200032
1 - open,120.38,Site2_1,595886.47,5634321.74,595924,5634412,43,14,0,4,8,65,6,3300,0.05,0.05,202.9,-17.9,1.5,-88.99,97.7515652
1 - open,108.3,Site2_1,595886.47,5634321.74,595814,5634387,43,14,0,4,8,65,6,3300,0.05,0.05,132.1,-8.5,1.5,-73.95,97.52316904
7 - dense_urban,120.25,Site3_2,595774.83,5633884.13,595843,5633789,49,30,120,5,8,65,6,3300,0.07,0.07,324.4,-18.7,1.5,-87.06,117.0336097
7 - dense_urban,101.64,Site3_3,595774.83,5633884.13,595716,5633856,49,17,240,3,8,65,6,3300,0.03,0.03,64.6,-22.1,1.5,-76.21,65.20939963
1 - open,80.38,Site1_2,595522.53,5634212.34,595522,5634206,43,15,146,3,8,65,6,3300,0.03,0.03,9.5,-68.6,1.5,-49.96,6.362114428
19 - high_buildings,121.94,Site8_3,595922.19,5634056.05,595776,5633760,43,16,240,0,8,65,6,3300,0,0,26.3,2.5,1.5,-88.82,330.1774047
11 - open_in_urban,117.72,Site8_2,595922.19,5634056.05,596060,5633866,49,21,120,1,8,65,6,3300,0,0,324,-6.7,1.5,-83.19,234.7564666
11 - open_in_urban,115.08,Site1_2,595522.53,5634212.34,595650,5633881,43,15,146,3,8,65,6,3300,0.03,0.03,339,-2.5,1.5,-80.36,355.0137976
11 - open_in_urban,115.35,Site2_2,595886.47,5634321.74,596118,5634288,43,18,120,2,8,65,6,3300,0.01,0.01,278.3,-8.6,1.5,-81.14,233.975487
1 - open,98.11,Site3_3,595774.83,5633884.13,595721,5633880,49,17,240,3,8,65,6,3300,0.03,0.03,85.8,-40.7,1.5,-69.71,53.98820056
1 - open,109.74,Site5_1,596165.56,5633716.67,596094,5633859,49,30,0,7,8,65,6,3300,0.14,0.14,153.1,-7.3,1.5,-75.3,159.3068187
7 - dense_urban,104.01,Site7_3,596216.91,5633488.93,596205,5633436,47,23,240,3,8,65,6,3300,0.03,0.03,12.8,-0.5,1.5,-69.19,54.25341464
7 - dense_urban,126.27,Site6_1,595864.14,5633631.83,595901,5633738,43,14,0,9,8,65,6,3300,0.23,0.23,199.2,6.4,1.5,-93.12,112.3865139
7 - dense_urban,111.59,Site8_2,595922.19,5634056.05,596128,5633977,49,21,120,1,8,65,6,3300,0,0,291,-0.9,1.5,-77.24,220.4691783
1 - open,113.67,Site2_1,595886.47,5634321.74,595916,5634360,43,14,0,4,8,65,6,3300,0.05,0.05,218.3,-33,1.5,-85.69,48.33061659
1 - open,112.14,Site8_2,595922.19,5634056.05,595993,5634013,49,21,120,1,8,65,6,3300,0,0,301.2,-18.3,1.5,-83.73,82.86952757
